fpr,tpr,ppv,acc,npv,LR+,LR-,threshold
0.859,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.149 \pm 4.453$,$0.999 \pm 0.000$,$1.170 \pm 0.025$,$0.030 \pm -0.03$,0.0017760350911457897
0.86,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.148 \pm 3.894$,$0.999 \pm 0.000$,$1.169 \pm 0.025$,$0.030 \pm -0.03$,0.0017726846441044185
0.861,$0.992 \pm 0.009$,$0.011 \pm 0.000$,$0.147 \pm 3.330$,$0.999 \pm 0.000$,$1.168 \pm 0.025$,$0.030 \pm -0.03$,0.0017693341970630475
0.862,$0.993 \pm 0.009$,$0.011 \pm 0.000$,$0.146 \pm 2.759$,$0.999 \pm 0.000$,$1.166 \pm 0.025$,$0.029 \pm -0.02$,0.0017659837500216763
0.863,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.145 \pm 2.182$,$0.999 \pm 0.000$,$1.165 \pm 0.025$,$0.029 \pm -0.02$,0.0017626333029803053
0.864,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.144 \pm 1.599$,$0.999 \pm 0.000$,$1.164 \pm 0.025$,$0.029 \pm -0.02$,0.0017592828559389343
0.865,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.143 \pm 1.009$,$0.999 \pm 0.000$,$1.163 \pm 0.025$,$0.028 \pm -0.02$,0.0017559324088975631
0.866,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.142 \pm 4.137$,$0.999 \pm 0.000$,$1.161 \pm 0.025$,$0.028 \pm -0.02$,0.0017525819618561922
0.867,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.141 \pm -1.88$,$0.999 \pm 0.000$,$1.160 \pm 0.025$,$0.028 \pm -0.02$,0.001749231514814821
0.868,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.140 \pm -7.98$,$0.999 \pm 0.000$,$1.159 \pm 0.024$,$0.028 \pm -0.02$,0.00174588106777345
0.869,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.139 \pm -1.41$,$0.999 \pm 0.000$,$1.158 \pm 0.024$,$0.027 \pm -0.02$,0.001742530620732079
0.87,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.138 \pm -2.03$,$0.999 \pm 0.000$,$1.156 \pm 0.024$,$0.027 \pm -0.02$,0.0017391801736907078
0.871,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.137 \pm -2.66$,$0.999 \pm 0.000$,$1.155 \pm 0.024$,$0.027 \pm -0.02$,0.0017358297266493368
0.872,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.136 \pm -3.30$,$0.999 \pm 0.000$,$1.154 \pm 0.024$,$0.027 \pm -0.02$,0.0017324792796079656
0.873,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.135 \pm -3.94$,$0.999 \pm 0.000$,$1.152 \pm 0.024$,$0.026 \pm -0.02$,0.0017291288325665946
0.874,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.134 \pm -4.59$,$0.999 \pm 0.000$,$1.151 \pm 0.024$,$0.026 \pm -0.02$,0.0017257783855252236
0.875,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.133 \pm -5.25$,$0.999 \pm 0.000$,$1.150 \pm 0.024$,$0.026 \pm -0.02$,0.0017224279384838524
0.876,$0.993 \pm 0.008$,$0.011 \pm 0.000$,$0.132 \pm -5.91$,$0.999 \pm 0.000$,$1.149 \pm 0.024$,$0.025 \pm -0.02$,0.0017190774914424814
0.877,$0.994 \pm 0.008$,$0.011 \pm 0.000$,$0.131 \pm -6.58$,$0.999 \pm 0.000$,$1.147 \pm 0.024$,$0.025 \pm -0.02$,0.0017157270444011102
0.878,$0.994 \pm 0.008$,$0.011 \pm 0.000$,$0.130 \pm -7.26$,$0.999 \pm 0.000$,$1.146 \pm 0.023$,$0.025 \pm -0.02$,0.0017123765973597392
0.879,$0.994 \pm 0.008$,$0.011 \pm 0.000$,$0.129 \pm -7.95$,$0.999 \pm 0.000$,$1.145 \pm 0.023$,$0.025 \pm -0.02$,0.0017090261503183682
0.88,$0.994 \pm 0.008$,$0.011 \pm 0.000$,$0.128 \pm -8.64$,$0.999 \pm 0.000$,$1.144 \pm 0.023$,$0.024 \pm -0.02$,0.001705675703276997
0.881,$0.994 \pm 0.008$,$0.011 \pm 0.000$,$0.127 \pm -9.34$,$0.999 \pm 0.000$,$1.142 \pm 0.023$,$0.024 \pm -0.02$,0.0017023252562356258
0.882,$0.994 \pm 0.008$,$0.011 \pm 0.000$,$0.126 \pm -0.00$,$0.999 \pm 0.000$,$1.141 \pm 0.023$,$0.024 \pm -0.02$,0.0016989748091942548
0.883,$0.994 \pm 0.008$,$0.011 \pm 0.000$,$0.125 \pm -0.00$,$0.999 \pm 0.000$,$1.140 \pm 0.023$,$0.023 \pm -0.02$,0.0016956243621528838
0.884,$0.994 \pm 0.008$,$0.011 \pm 0.000$,$0.124 \pm -0.00$,$0.999 \pm 0.000$,$1.139 \pm 0.023$,$0.023 \pm -0.02$,0.0016922739151115126
0.885,$0.994 \pm 0.008$,$0.011 \pm 0.000$,$0.123 \pm -0.00$,$0.999 \pm 0.000$,$1.137 \pm 0.023$,$0.023 \pm -0.02$,0.0016889234680701416
0.886,$0.994 \pm 0.008$,$0.011 \pm 0.000$,$0.122 \pm -0.00$,$0.999 \pm 0.000$,$1.136 \pm 0.022$,$0.023 \pm -0.02$,0.0016855730210287704
0.887,$0.994 \pm 0.007$,$0.011 \pm 0.000$,$0.121 \pm -0.00$,$0.999 \pm 0.000$,$1.135 \pm 0.022$,$0.022 \pm -0.02$,0.0016822225739873994
0.888,$0.994 \pm 0.007$,$0.011 \pm 0.000$,$0.120 \pm -0.00$,$0.999 \pm 0.000$,$1.134 \pm 0.022$,$0.022 \pm -0.02$,0.0016788721269460284
0.889,$0.994 \pm 0.007$,$0.011 \pm 0.000$,$0.119 \pm -0.00$,$0.999 \pm 0.000$,$1.132 \pm 0.022$,$0.022 \pm -0.02$,0.0016755216799046572
0.89,$0.994 \pm 0.007$,$0.011 \pm 0.000$,$0.118 \pm -0.00$,$0.999 \pm 0.000$,$1.131 \pm 0.022$,$0.022 \pm -0.02$,0.0016721712328632862
0.891,$0.994 \pm 0.007$,$0.011 \pm 0.000$,$0.117 \pm -0.00$,$0.999 \pm 0.000$,$1.130 \pm 0.022$,$0.021 \pm -0.02$,0.001668820785821915
0.892,$0.994 \pm 0.007$,$0.011 \pm 0.000$,$0.116 \pm -0.00$,$0.999 \pm 0.000$,$1.129 \pm 0.022$,$0.021 \pm -0.02$,0.001665470338780544
0.893,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.115 \pm -0.00$,$0.999 \pm 0.000$,$1.127 \pm 0.021$,$0.021 \pm -0.02$,0.001662119891739173
0.894,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.114 \pm -0.00$,$0.999 \pm 0.000$,$1.126 \pm 0.021$,$0.020 \pm -0.02$,0.0016587694446978018
0.895,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.113 \pm -0.00$,$0.999 \pm 0.000$,$1.125 \pm 0.021$,$0.020 \pm -0.02$,0.0016554189976564309
0.896,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.112 \pm -0.00$,$0.999 \pm 0.000$,$1.124 \pm 0.021$,$0.020 \pm -0.02$,0.0016520685506150596
0.897,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.111 \pm -0.00$,$0.999 \pm 0.000$,$1.122 \pm 0.021$,$0.020 \pm -0.02$,0.0016487181035736887
0.898,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.110 \pm -0.00$,$0.999 \pm 0.000$,$1.121 \pm 0.021$,$0.019 \pm -0.01$,0.0016453676565323177
0.899,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.109 \pm -0.00$,$0.999 \pm 0.000$,$1.120 \pm 0.020$,$0.019 \pm -0.01$,0.0016420172094909465
0.9,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.108 \pm -0.00$,$0.999 \pm 0.000$,$1.119 \pm 0.020$,$0.019 \pm -0.01$,0.0016386667624495755
0.901,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.107 \pm -0.00$,$0.999 \pm 0.001$,$1.117 \pm 0.020$,$0.019 \pm -0.01$,0.0016353163154082043
0.902,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.106 \pm -0.00$,$0.999 \pm 0.001$,$1.116 \pm 0.020$,$0.018 \pm -0.01$,0.0016319658683668333
0.903,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.106 \pm -0.00$,$0.999 \pm 0.001$,$1.115 \pm 0.020$,$0.018 \pm -0.01$,0.0016286154213254623
0.904,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.105 \pm -0.00$,$0.999 \pm 0.001$,$1.114 \pm 0.020$,$0.018 \pm -0.01$,0.001625264974284091
0.905,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.104 \pm -0.00$,$0.999 \pm 0.001$,$1.112 \pm 0.019$,$0.017 \pm -0.01$,0.00162191452724272
0.906,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.103 \pm -0.00$,$0.999 \pm 0.001$,$1.111 \pm 0.019$,$0.017 \pm -0.01$,0.0016185640802013489
0.907,$0.995 \pm 0.007$,$0.011 \pm 0.000$,$0.102 \pm -0.00$,$0.999 \pm 0.001$,$1.110 \pm 0.019$,$0.017 \pm -0.01$,0.001615213633159978
0.908,$0.996 \pm 0.006$,$0.011 \pm 0.000$,$0.101 \pm -0.00$,$0.999 \pm 0.001$,$1.109 \pm 0.019$,$0.017 \pm -0.01$,0.001611863186118607
0.909,$0.996 \pm 0.006$,$0.011 \pm 0.000$,$0.100 \pm -0.00$,$0.999 \pm 0.001$,$1.107 \pm 0.019$,$0.016 \pm -0.01$,0.0016085127390772357
0.91,$0.996 \pm 0.006$,$0.011 \pm 0.000$,$0.099 \pm -0.00$,$0.999 \pm 0.001$,$1.106 \pm 0.018$,$0.016 \pm -0.01$,0.0016051622920358647
0.911,$0.996 \pm 0.006$,$0.011 \pm 0.000$,$0.098 \pm -0.00$,$0.999 \pm 0.001$,$1.105 \pm 0.018$,$0.016 \pm -0.01$,0.0016018118449944935
0.912,$0.996 \pm 0.006$,$0.011 \pm 0.000$,$0.097 \pm 0.000$,$0.999 \pm 0.001$,$1.104 \pm 0.019$,$0.015 \pm -0.01$,0.0015984613979531225
0.913,$0.996 \pm 0.006$,$0.011 \pm 0.000$,$0.096 \pm 0.000$,$0.999 \pm 0.001$,$1.102 \pm 0.019$,$0.015 \pm -0.01$,0.0015951109509117515
0.914,$0.996 \pm 0.006$,$0.011 \pm 0.000$,$0.095 \pm 0.000$,$0.999 \pm 0.001$,$1.101 \pm 0.019$,$0.015 \pm -0.01$,0.0015917605038703803
0.915,$0.996 \pm 0.006$,$0.010 \pm 0.000$,$0.094 \pm 0.000$,$0.999 \pm 0.001$,$1.100 \pm 0.018$,$0.015 \pm -0.01$,0.0015884100568290091
0.916,$0.996 \pm 0.006$,$0.010 \pm 0.000$,$0.093 \pm 0.000$,$0.999 \pm 0.001$,$1.099 \pm 0.018$,$0.014 \pm -0.01$,0.0015850596097876381
0.917,$0.996 \pm 0.006$,$0.010 \pm 0.000$,$0.092 \pm 0.000$,$0.999 \pm 0.001$,$1.097 \pm 0.018$,$0.014 \pm -0.01$,0.0015817091627462671
0.918,$0.996 \pm 0.006$,$0.010 \pm 0.000$,$0.091 \pm 0.000$,$0.999 \pm 0.001$,$1.096 \pm 0.018$,$0.014 \pm -0.01$,0.0015783587157048961
0.919,$0.996 \pm 0.006$,$0.010 \pm 0.000$,$0.090 \pm 0.000$,$0.999 \pm 0.001$,$1.095 \pm 0.017$,$0.014 \pm -0.01$,0.001575008268663525
0.92,$0.996 \pm 0.006$,$0.010 \pm 0.000$,$0.089 \pm 0.000$,$0.999 \pm 0.001$,$1.094 \pm 0.017$,$0.013 \pm -0.01$,0.0015716578216221537
0.921,$0.996 \pm 0.006$,$0.010 \pm 0.000$,$0.088 \pm 0.000$,$0.999 \pm 0.001$,$1.092 \pm 0.017$,$0.013 \pm -0.01$,0.0015683073745807827
0.922,$0.996 \pm 0.006$,$0.010 \pm 0.000$,$0.087 \pm 0.000$,$0.999 \pm 0.001$,$1.091 \pm 0.017$,$0.013 \pm -0.01$,0.0015649569275394118
0.923,$0.996 \pm 0.006$,$0.010 \pm 0.000$,$0.086 \pm 0.000$,$0.999 \pm 0.001$,$1.090 \pm 0.017$,$0.012 \pm -0.01$,0.0015616064804980408
0.924,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.085 \pm 0.000$,$0.999 \pm 0.001$,$1.089 \pm 0.016$,$0.012 \pm -0.01$,0.0015582560334566696
0.925,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.084 \pm 0.000$,$0.999 \pm 0.001$,$1.087 \pm 0.016$,$0.012 \pm -0.01$,0.0015549055864152984
0.926,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.083 \pm 0.000$,$0.999 \pm 0.001$,$1.086 \pm 0.016$,$0.012 \pm -0.01$,0.0015515551393739274
0.927,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.082 \pm 0.000$,$0.999 \pm 0.001$,$1.085 \pm 0.016$,$0.011 \pm -0.01$,0.0015482046923325564
0.928,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.081 \pm 0.000$,$0.999 \pm 0.001$,$1.084 \pm 0.015$,$0.011 \pm -0.01$,0.0015448542452911852
0.929,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.080 \pm 0.000$,$0.999 \pm 0.001$,$1.082 \pm 0.015$,$0.011 \pm -0.01$,0.0015415037982498142
0.93,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.079 \pm 0.000$,$0.999 \pm 0.001$,$1.081 \pm 0.015$,$0.011 \pm -0.01$,0.001538153351208443
0.931,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.078 \pm 0.000$,$0.999 \pm 0.001$,$1.080 \pm 0.014$,$0.010 \pm -0.01$,0.001534802904167072
0.932,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.077 \pm 0.000$,$0.999 \pm 0.001$,$1.078 \pm 0.014$,$0.010 \pm -0.01$,0.001531452457125701
0.933,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.076 \pm 0.000$,$0.999 \pm 0.001$,$1.077 \pm 0.014$,$0.010 \pm -0.01$,0.0015281020100843298
0.934,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.075 \pm 0.000$,$0.999 \pm 0.001$,$1.076 \pm 0.014$,$0.009 \pm -0.00$,0.0015247515630429588
0.935,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.074 \pm 0.000$,$0.999 \pm 0.001$,$1.075 \pm 0.013$,$0.009 \pm -0.00$,0.0015214011160015876
0.936,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.073 \pm 0.000$,$0.999 \pm 0.001$,$1.073 \pm 0.013$,$0.009 \pm -0.00$,0.0015180506689602166
0.937,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.072 \pm 0.000$,$0.999 \pm 0.001$,$1.072 \pm 0.013$,$0.009 \pm -0.00$,0.0015147002219188456
0.938,$0.997 \pm 0.005$,$0.010 \pm 0.000$,$0.071 \pm 0.000$,$0.999 \pm 0.001$,$1.071 \pm 0.013$,$0.008 \pm -0.00$,0.0015113497748774744
0.939,$0.998 \pm 0.004$,$0.010 \pm 0.000$,$0.070 \pm 0.000$,$0.999 \pm 0.001$,$1.070 \pm 0.012$,$0.008 \pm -0.00$,0.0015079993278361032
0.94,$0.998 \pm 0.004$,$0.010 \pm 0.000$,$0.069 \pm 0.000$,$0.999 \pm 0.001$,$1.068 \pm 0.012$,$0.008 \pm -0.00$,0.0015046488807947322
0.941,$0.998 \pm 0.004$,$0.010 \pm 0.000$,$0.068 \pm 0.000$,$0.999 \pm 0.001$,$1.067 \pm 0.012$,$0.007 \pm -0.00$,0.0015012984337533612
0.942,$0.998 \pm 0.004$,$0.010 \pm 0.000$,$0.067 \pm 0.000$,$0.999 \pm 0.001$,$1.066 \pm 0.011$,$0.007 \pm -0.00$,0.0014979479867119902
0.943,$0.998 \pm 0.004$,$0.010 \pm 0.000$,$0.066 \pm 0.000$,$0.999 \pm 0.001$,$1.065 \pm 0.011$,$0.007 \pm -0.00$,0.001494597539670619
0.944,$0.998 \pm 0.004$,$0.010 \pm 0.000$,$0.065 \pm 0.000$,$0.999 \pm 0.001$,$1.063 \pm 0.011$,$0.007 \pm -0.00$,0.0014912470926292478
0.945,$0.998 \pm 0.004$,$0.010 \pm 0.000$,$0.064 \pm 0.000$,$0.999 \pm 0.001$,$1.062 \pm 0.010$,$0.006 \pm -0.00$,0.0014878966455878768
0.946,$0.998 \pm 0.004$,$0.010 \pm 0.000$,$0.063 \pm 0.000$,$0.999 \pm 0.001$,$1.061 \pm 0.010$,$0.006 \pm -0.00$,0.0014845461985465058
0.947,$0.998 \pm 0.004$,$0.010 \pm 0.000$,$0.062 \pm 0.000$,$0.999 \pm 0.001$,$1.060 \pm 0.010$,$0.006 \pm -0.00$,0.0014811957515051349
0.948,$0.998 \pm 0.004$,$0.010 \pm 9.764$,$0.061 \pm 0.000$,$0.999 \pm 0.001$,$1.058 \pm 0.009$,$0.006 \pm -0.00$,0.0014778453044637636
0.949,$0.998 \pm 0.004$,$0.010 \pm 9.441$,$0.060 \pm 0.000$,$0.999 \pm 0.001$,$1.057 \pm 0.009$,$0.005 \pm -0.00$,0.0014744948574223924
0.95,$0.998 \pm 0.004$,$0.010 \pm 9.115$,$0.059 \pm 0.000$,$0.999 \pm 0.001$,$1.056 \pm 0.009$,$0.005 \pm -0.00$,0.0014711444103810215
0.951,$0.998 \pm 0.004$,$0.010 \pm 8.785$,$0.058 \pm 0.000$,$0.999 \pm 0.001$,$1.055 \pm 0.008$,$0.005 \pm -0.00$,0.0014677939633396505
0.952,$0.998 \pm 0.003$,$0.010 \pm 8.450$,$0.057 \pm 0.000$,$0.999 \pm 0.001$,$1.053 \pm 0.008$,$0.004 \pm -0.00$,0.0014644435162982795
0.953,$0.998 \pm 0.003$,$0.010 \pm 8.111$,$0.056 \pm 8.761$,$0.999 \pm 0.001$,$1.052 \pm 0.008$,$0.004 \pm -0.00$,0.0014610930692569083
0.954,$0.998 \pm 0.003$,$0.010 \pm 7.767$,$0.055 \pm 7.038$,$0.999 \pm 0.000$,$1.051 \pm 0.007$,$0.004 \pm -0.00$,0.001457742622215537
0.955,$0.999 \pm 0.003$,$0.010 \pm 7.418$,$0.054 \pm 5.287$,$0.999 \pm 0.000$,$1.050 \pm 0.007$,$0.004 \pm -0.00$,0.001454392175174166
0.956,$0.999 \pm 0.003$,$0.010 \pm 7.064$,$0.053 \pm 3.505$,$0.999 \pm 0.000$,$1.048 \pm 0.007$,$0.003 \pm -0.00$,0.001451041728132795
0.957,$0.999 \pm 0.003$,$0.010 \pm 6.705$,$0.052 \pm 1.693$,$0.999 \pm 0.000$,$1.047 \pm 0.006$,$0.003 \pm -0.00$,0.001447691281091424
0.958,$0.999 \pm 0.003$,$0.010 \pm 6.340$,$0.051 \pm -1.50$,$0.999 \pm 0.000$,$1.046 \pm 0.006$,$0.003 \pm -0.00$,0.0014443408340500529
0.959,$0.999 \pm 0.003$,$0.010 \pm 5.970$,$0.050 \pm -2.02$,$0.999 \pm 0.000$,$1.045 \pm 0.006$,$0.003 \pm -0.00$,0.0014409903870086817
0.96,$0.999 \pm 0.003$,$0.010 \pm 5.593$,$0.049 \pm -3.93$,$0.999 \pm 0.000$,$1.043 \pm 0.005$,$0.002 \pm -0.00$,0.0014376399399673107
0.961,$0.999 \pm 0.002$,$0.010 \pm 5.208$,$0.048 \pm -5.88$,$0.999 \pm 0.000$,$1.042 \pm 0.005$,$0.002 \pm -0.00$,0.0014342894929259397
0.962,$0.999 \pm 0.002$,$0.010 \pm 4.817$,$0.047 \pm -7.87$,$0.999 \pm 0.000$,$1.041 \pm 0.004$,$0.002 \pm -0.00$,0.0014309390458845685
0.963,$0.999 \pm 0.002$,$0.010 \pm 4.417$,$0.046 \pm -9.89$,$0.999 \pm 0.000$,$1.040 \pm 0.004$,$0.001 \pm -0.00$,0.0014275885988431975
0.964,$0.999 \pm 0.002$,$0.010 \pm 4.824$,$0.045 \pm 0.000$,$0.999 \pm 0.000$,$1.038 \pm 0.004$,$0.001 \pm -0.00$,0.0014242381518018263
0.965,$0.999 \pm 0.002$,$0.010 \pm 4.391$,$0.044 \pm 0.000$,$0.999 \pm 0.000$,$1.037 \pm 0.004$,$0.001 \pm -0.00$,0.0014208877047604553
0.966,$0.999 \pm 0.002$,$0.010 \pm 3.943$,$0.044 \pm 0.000$,$0.999 \pm 0.000$,$1.036 \pm 0.003$,$0.001 \pm -0.00$,0.0014175372577190843
0.967,$0.999 \pm 0.001$,$0.010 \pm 3.476$,$0.043 \pm 0.000$,$0.999 \pm 0.000$,$1.035 \pm 0.003$,$0.000 \pm -0.00$,0.0014141868106777131
0.968,$0.999 \pm 0.001$,$0.010 \pm 2.984$,$0.042 \pm 0.000$,$0.999 \pm 0.000$,$1.033 \pm 0.003$,$0.000 \pm -0.00$,0.0014108363636363421
0.969,$0.999 \pm 0.001$,$0.010 \pm 2.454$,$0.041 \pm 0.000$,$0.999 \pm 0.000$,$1.032 \pm 0.002$,$0.000 \pm -0.00$,0.001407485916594971
0.97,$1.0 \pm 0.001$,$0.009 \pm -0.00$,$0.039 \pm -0.00$,$1.000 \pm 0.000$,$1.030 \pm 0.000$,$0.0 \pm 0.0$,0.0014024331378415065
0.971,$1.0 \pm 0.000$,$0.009 \pm -0.00$,$0.038 \pm -0.00$,$1.000 \pm 0.000$,$1.029 \pm 0.000$,$0.0 \pm 0.0$,0.0014007308061294128
0.972,$1.0 \pm 0.0$,$0.009 \pm -0.00$,$0.037 \pm -0.00$,$1.000 \pm 8.365$,$1.028 \pm -0.00$,$0.0 \pm 0.0$,0.0013990284744173193
0.973,$1.0 \pm 0.0$,$0.008 \pm -0.00$,$0.036 \pm -0.00$,$1.000 \pm 0.000$,$1.027 \pm -0.00$,$0.0 \pm 0.0$,0.0013973261427052258
0.974,$1.0 \pm 0.0$,$0.008 \pm -0.00$,$0.035 \pm -0.00$,$1.000 \pm 0.000$,$1.026 \pm -0.00$,$0.0 \pm 0.0$,0.0013956238109931322
0.975,$1.0 \pm 0.0$,$0.008 \pm -0.00$,$0.034 \pm -0.00$,$1.000 \pm 0.000$,$1.025 \pm -0.00$,$0.0 \pm 0.0$,0.0013939214792810387
0.976,$1.0 \pm 0.0$,$0.007 \pm -0.00$,$0.033 \pm -0.00$,$1.000 \pm 0.000$,$1.024 \pm -0.00$,$0.0 \pm 0.0$,0.0013922191475689452
0.977,$1.0 \pm 0.0$,$0.007 \pm -0.00$,$0.032 \pm -0.00$,$1.000 \pm 0.000$,$1.023 \pm -0.00$,$0.0 \pm 0.0$,0.0013905168158568515
0.978,$1.0 \pm 0.0$,$0.007 \pm -0.00$,$0.031 \pm -0.00$,$1.000 \pm 0.000$,$1.022 \pm -0.00$,$0.0 \pm 0.0$,0.001388814484144758
0.979,$1.0 \pm 0.0$,$0.006 \pm -0.00$,$0.030 \pm -0.00$,$1.000 \pm 0.000$,$1.021 \pm -0.00$,$0.0 \pm 0.0$,0.0013871121524326644
0.98,$1.0 \pm 0.0$,$0.006 \pm -0.00$,$0.029 \pm -0.00$,$1.000 \pm 0.000$,$1.020 \pm -0.00$,$0.0 \pm 0.0$,0.001385409820720571
0.981,$1.0 \pm 0.0$,$0.006 \pm -0.00$,$0.028 \pm -0.00$,$1.000 \pm 0.000$,$1.019 \pm -0.00$,$0.0 \pm 0.0$,0.0013837074890084775
0.982,$1.0 \pm 0.0$,$0.005 \pm -0.00$,$0.027 \pm -0.00$,$1.000 \pm 0.000$,$1.018 \pm -0.00$,$0.0 \pm 0.0$,0.0013820051572963838
0.983,$1.0 \pm 0.0$,$0.005 \pm -0.00$,$0.026 \pm -0.00$,$1.000 \pm 0.000$,$1.017 \pm -0.00$,$0.0 \pm 0.0$,0.0013803028255842903
0.984,$1.0 \pm 0.0$,$0.005 \pm -0.00$,$0.025 \pm -0.00$,$1.000 \pm 0.000$,$1.016 \pm -0.00$,$0.0 \pm 0.0$,0.0013786004938721968
0.985,$1.0 \pm 0.0$,$0.004 \pm -0.00$,$0.024 \pm -0.00$,$1.000 \pm 0.000$,$1.015 \pm -0.00$,$0.0 \pm 0.0$,0.0013768981621601032
0.986,$1.0 \pm 0.0$,$0.004 \pm -0.00$,$0.023 \pm -0.00$,$1.000 \pm 0.000$,$1.014 \pm -0.00$,$0.0 \pm 0.0$,0.0013751958304480097
0.987,$1.0 \pm 0.0$,$0.004 \pm -0.00$,$0.022 \pm -0.00$,$1.000 \pm 0.000$,$1.013 \pm -0.00$,$0.0 \pm 0.0$,0.0013734934987359162
0.988,$1.0 \pm 0.0$,$0.003 \pm -0.00$,$0.021 \pm -0.00$,$1.000 \pm 0.000$,$1.012 \pm -0.00$,$0.0 \pm 0.0$,0.0013717911670238225
0.989,$1.0 \pm 0.0$,$0.003 \pm -0.00$,$0.020 \pm -0.00$,$1.000 \pm 0.000$,$1.011 \pm -0.00$,$0.0 \pm 0.0$,0.001370088835311729
0.99,$1.0 \pm 0.0$,$0.003 \pm -0.00$,$0.019 \pm -0.00$,$1.000 \pm 0.000$,$1.010 \pm -0.00$,$0.0 \pm 0.0$,0.0013683865035996356
0.991,$1.0 \pm 0.0$,$0.002 \pm -0.00$,$0.018 \pm -0.00$,$1.000 \pm 0.000$,$1.009 \pm -0.00$,$0.0 \pm 0.0$,0.001366684171887542
0.992,$1.0 \pm 0.0$,$0.002 \pm -0.00$,$0.017 \pm 0.000$,$1.000 \pm 0.000$,$1.008 \pm 0.000$,$0.0 \pm 0.0$,0.0013649818401754484
0.993,$1.0 \pm 0.0$,$0.002 \pm -0.00$,$0.016 \pm 0.000$,$1.000 \pm 0.000$,$1.007 \pm 0.000$,$0.0 \pm 0.0$,0.001363279508463355
0.994,$1.0 \pm 0.0$,$0.001 \pm -0.00$,$0.015 \pm 0.000$,$1.000 \pm 0.000$,$1.006 \pm 0.000$,$0.0 \pm 0.0$,0.0013615771767512613
0.995,$1.0 \pm 0.0$,$0.001 \pm -0.00$,$0.014 \pm 0.000$,$1.000 \pm 0.000$,$1.005 \pm 0.000$,$0.0 \pm 0.0$,0.0013598748450391678
0.996,$1.0 \pm 0.0$,$0.001 \pm -0.00$,$0.013 \pm 0.000$,$1.000 \pm 0.000$,$1.004 \pm 0.000$,$0.0 \pm 0.0$,0.0013581725133270741
0.997,$1.0 \pm 0.0$,$0.000 \pm -0.00$,$0.012 \pm 5.267$,$1.000 \pm 0.000$,$1.003 \pm 0.000$,$0.0 \pm 0.0$,0.0013564701816149807
0.998,$1.0 \pm 0.0$,$0.000 \pm -0.00$,$0.011 \pm -2.26$,$1.000 \pm 0.000$,$1.002 \pm 3.444$,$0.0 \pm 0.0$,0.0013547678499028872
0.999,$1.0 \pm 0.0$,$0.000 \pm -0.00$,$0.010 \pm -0.00$,$1.000 \pm 0.000$,$1.001 \pm -9.37$,$0.0 \pm 0.0$,0.0013530655181907935
1.0,$1.0 \pm 0.0$,$0.0 \pm -0.01$,$0.01 \pm 0.0$,$1.000 \pm 0.001$,$1.0 \pm 0.0$,$0.0 \pm 0.0$,0.0013513631864787
